,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,netflix_title
254,False,/hVPTQRmSw2trr7uWD6Sl7WTNY1t.jpg,"[16, 10770]",218088,hi,Chhota Bheem & Krishna in Mayanagari,"Bheem and his Friends are having a great time in Dwarka with their friend Kanha.Mayandri tries to attack Kanha with some leopards but fails as Kanha fights them off with ease.Bheem gets injured and his friend Krishna offers to heal up his injury and just before the Dholakpurians leave Krishna offers some gifts to them.Bheem gets a pendant,Chutki gets a stylish ring,Raju gets a catapult and Jaggu got a compass whereas Kalia got a powder for when he blows on anyone can hear what they are thinking and Dholu and Bholu got a box in which they could ask for anything they want in food.Bheem suddenly feels it was time for everyone to go back to Dholakpur and they board their ship and bid farewell to Krishna their beloved friend.",1.356,/bfr1AlNOmDbsFJKTxJhDB9dCTJk.jpg,2011-09-02,Chhota Bheem & Krishna in Mayanagari,False,6.1,5,Chhota Bheem & Krishna: Pataliputra- City of the Dead
255,False,,[],852961,en,Chhota Bheem and the Broken Amulet,"When a stranger tries to steal an amulet from the palace, Bheem learns the sad story behind the ornament and heads to Africa to defeat the real villain.",0.6,,,Chhota Bheem and the Broken Amulet,False,0.0,0,Chhota Bheem And The Broken Amulet
256,False,,[],852963,en,Chhota Bheem And The Crown of Valhalla,"To save the kingdom of Valhalla from invasion by Vikings, Bheem is gathering his army of friends, who are ready to put up a formidable fight!",0.6,,,Chhota Bheem And The Crown of Valhalla,False,0.0,0,Chhota Bheem And The Crown of Valhalla
257,False,,[],852965,en,Chhota Bheem and The ShiNobi Secret,"After learning of a samurai village under threat by their own emperor, Bheem sets off for Japan to offer his help.",0.627,,,Chhota Bheem and The ShiNobi Secret,False,0.0,0,Chhota Bheem and The ShiNobi Secret
258,False,,"[16, 14]",256863,hi,Chhota Bheem Aur Hanuman,"The grouchy Makhichoos, whoe hates Diwali, is digging furiously in the Dholakpur forest searching for a demon.  Soon the demon emerges from the roots of a tree.  Both the evil witch and Makhichoos plan to build a new kingdom on the eve of Diwali and teach Bheem a lesson.  While Bheem and his friends are preparing for the celebrations, Chhota Hanuman also comes there to be a part of the festival.  But something worse happens; Makhichoos and the evil witch kidnap princess Indumati.  Will Bheem and Hanuman together rescue Indumati and triumph over the evil.",2.92,/9XlwUJV9Jr0kuDBPsi03u5YpBUO.jpg,2013-11-22,Chhota Bheem Aur Hanuman,False,6.2,3,Chhota Bheem Aur Hanuman
259,False,,"[28, 12, 16, 14]",614385,hi,Chhota Bheem Aur Krishna,"About 500 years ago, the five kingdoms around Dholakpur joined together to end Kirmada`s rule. Now a mysterious force has brought him back from the dead. Don`t miss Bheem beat Kirmada & save the kingdom of Dholakpur once again!",1.967,/q5fxgssbSkQDS3McUmIFGAL3ChA.jpg,2008-08-24,Chhota Bheem Aur Krishna,False,6.8,4,Chhota Bheem aur Krishna
260,False,,[],852969,en,Chhota Bheem in African Safari,Bheem's plans for an exciting African safari are interrupted when he finds that an evil ruler is using magical powers to cause drought through the land.,0.6,,,Chhota Bheem in African Safari,False,0.0,0,Chhota Bheem in African Safari
261,False,,[16],750224,hi,Chhota Bheem Ka Roosi Romanch,"Prof Dhoomketu’s crude transportation machine transports the kids to Ivano village in Russia, where they come across an evil magician Kazimir. They fight him to rescue Sofia and her father Czar Fedor.",1.221,/wI8byOPTzRyeawGjQ9vFI1u0c7H.jpg,2019-01-01,Chhota Bheem Ka Roosi Romanch,False,0.0,0,Chhota Bheem Ka Roosi Romanch
262,False,,[],852970,hi,Chhota Bheem: Bheem vs Aliens,Space invaders have kidnapped Dholakpur's king and princess! The only way Bheem can rescue them? Defeat the aliens in a cricket match.,0.6,,2010-12-12,Chhota Bheem: Bheem vs Aliens,False,7.0,1,Chhota Bheem: Bheem vs Aliens
263,False,,[],329521,en,Chhota Bheem In Dholakpur to Kathmandu,"Bheem and his friends are invited to spend their vacations in Kathmandu.Their trip is not without mishap, as a young ape is separated from its father. Bheem defeats the jaguars, and unites the ape with its father.",0.878,,2012-03-25,Chhota Bheem In Dholakpur to Kathmandu,False,7.0,1,Chhota Bheem: Dholakpur to Kathmandu
264,False,,[],852974,en,Chhota Bheem: Dus Pe Dus,"After a precious temple stone is stolen under his watch, Bheem trains in a special martial art to prepare for a showdown with the thief.",0.6,,,Chhota Bheem: Dus Pe Dus,False,0.0,0,Chhota Bheem: Dus Pe Dus
265,False,/pGLsAMOqQ4FVyppwO9FG9OlTMWa.jpg,[],852975,hi,Chhota Bheem: Journey to Petra,Chhota Bheem embarks on an adventurous journey to Petra where he takes part in an annual sports competition and beats a dacoit named Dark Hands. He subsequently rescues two beautiful princesses.,0.6,/2vd5nvmHDrhPrCZ68duzo5dbdLs.jpg,2011-05-01,Chhota Bheem: Journey to Petra,False,0.0,0,Chhota Bheem: Journey to Petra
266,False,,[],852976,en,Chhota Bheem: Master of Shaolin,"Summoned by a monk to help reclaim a temple from a dangerous leader, Bheem must master the Shaolin kung fu techniques if he wants a fighting chance!",1.12,,,Chhota Bheem: Master of Shaolin,False,8.0,1,Chhota Bheem: Master of Shaolin
267,False,/pQcp3prf6A0x9E13pBgXZvWPtEy.jpg,[16],852978,hi,Chhota Bheem: The Rise of Kirmada,Bheem and young lord Krishna team up to protect the world against the wicked and powerful Kirmada and his equally dangerous bat army.,1.96,,2012-11-11,Chhota Bheem: The Rise of Kirmada,False,8.0,1,Chhota Bheem: The Rise of Kirmada
268,False,/52uxcTkXAtcl7AT86JHCX0cGSDs.jpg,"[35, 10749]",31674,en,Cousins,"Two couples go to a mutual friends wedding, and end up swapping partners.",6.821,/up9rH2UZXMizylHA4Rd2BC9BvXq.jpg,1989-02-10,Cousins,False,6.0,47,Cousins
269,False,/iwy0PX6btIMOwYzPQIKyUwlbqMB.jpg,[35],620631,ar,سبع البرمبة,"Omar marries Nesma despite her father's objection. After the wedding ceremony, they're attacked by unknown men. During her escape, Nesma is injured. Awakening from a coma, she refuses to see Omar because she doesn't feel safe with him. He goes to a psychiatrist to help him solve the problem.",2.39,/jr89txflPdXYKktrSQviY76r1SV.jpg,2019-06-04,Wannabe Courageous,False,5.0,13,Wannabe Courageous
270,False,/bmQo9jJqbfEWfg3nHUSR5bBxDxA.jpg,"[16, 10749, 18]",579741,ja,サイダーのように言葉が湧き上がる,"After meeting one day, a shy boy who expresses himself through haiku and a bubbly but self-conscious girl share a brief, magical summer.",25.962,/ooISQS2rzVqgkt2aq5HNoz8n2sa.jpg,2021-07-22,Words Bubble Up Like Soda Pop,False,7.4,217,Words Bubble Up Like Soda Pop
271,False,/8RMUdtul6wugSjU21REF4zVwLSs.jpg,"[53, 80]",845377,en,Sanitation Day,Two cops must contend with the uncooperative tenants of an apartment complex as they try to solve a murder before the crime scene is wiped clean.,2.075,/xtOoGa0NSvKc9JHBpAkU03FZtp4.jpg,2021-01-29,Sanitation Day,False,2.0,1,Sanitation Day
272,False,/3OwaKVZf3A2NdnarqKbwzFEhKir.jpg,"[16, 14, 10751, 28, 12]",730840,en,Trollhunters: Rise of the Titans,"The Guardians of Arcadia reunite to battle the nefarious Arcane Order, who've reawakened the primordial Titans.",25.626,/zvUNFeTz0Sssb210wSiIiHRjA4W.jpg,2021-07-21,Trollhunters: Rise of the Titans,False,7.702,277,Trollhunters: Rise of the Titans
273,False,/wt8zwfli26qEPTKGXSaArliUiX9.jpg,"[18, 35]",710415,en,Milkwater,"Seeking direction and purpose, Milo rashly decides to become a surrogate and egg donor for an older gay man she meets in a bar. However, as Milo becomes increasingly attached to him, she starts leveraging the pregnancy as a means of staying embedded in his life.",1.547,/nOHIhaqMMGcyEtrOA7y7i8NhUzT.jpg,2020-05-29,Milkwater,False,4.4,5,Milkwater
274,False,/rHDklxfbRzk461RaBzjaz3lyG3v.jpg,[18],787726,ar,حد الطار,The son of the swordsman falls in love with the daughter of Tagaga in a social paradox based on selling joy (wedding) and buying death,1.618,/aeEfSk35P2N8BkSbgLPSLHcbxq2.jpg,2021-01-28,The Tambour of Retribution,False,7.0,5,The Tambour of Retribution
275,False,/h45FD8MlMoY8ozz87OaHPMCCMiY.jpg,"[28, 12, 878]",681887,en,Cosmic Sin,"In the year 2524, four centuries after humans started colonizing the outer planets, retired General James Ford gets called back into service when a hostile alien fleet attacks soldiers on a remote planet. The threat against mankind soon escalates into an interstellar war as Ford and a team of elite soldiers try to stop the imminent attack before it's too late.",26.98,/6Wm7P6y22UZA40QuPYHyWyJ6leI.jpg,2021-03-12,Cosmic Sin,False,4.156,479,Cosmic Sin
276,False,,"[10749, 18, 35]",669374,en,2 Weeks in Lagos,"2 Weeks in Lagos is a turbulent and thrilling journey into the lives of Ejikeme and Lola. Their lives collide when Ejikeme, an investment banker, comes home from the United States with Lola's brother Charlie to invest in Nigerian businesses. 2 Weeks in Lagos captures the excitement, vibrancy, and complexity of everyday life in Lagos, a dynamic city where anything is possible in 2 weeks.",1.855,/nXgNM8eWdTIpR9eURKbg1CRUEU2.jpg,2021-02-14,2 Weeks in Lagos,False,2.0,1,2 Weeks in Lagos
277,False,/3fUule7CGt4Eq1lPPqyz3qSXa8C.jpg,"[16, 10751, 12]",430474,en,Deep,"In 2100, when humanity has abandoned the earth, a colony of extravagant creatures still thrives in the deepest abyss of the ocean.",10.143,/zMZTBbBa9eevwpWoVIVHh4Gm1ij.jpg,2017-05-12,Deep,False,6.0,129,Deep
278,False,/6viJBbovWxJYavdjPy7UPTLvaOS.jpg,"[9648, 27]",591275,en,Fear Street: 1666,"In 1666, a colonial town is gripped by a hysterical witch-hunt that has deadly consequences for centuries to come, and it's up to teenagers in 1994 to finally put an end to their town's curse, before it's too late.",22.305,/rmEPtz3Ufzol2VWUAZYzOFaBio3.jpg,2021-07-14,Fear Street: 1666,False,7.205,1406,Fear Street Part 3: 1666
279,False,/jBd8OJ8i7jonUdq95WsoWqW5d7t.jpg,"[35, 80, 9648]",14430,es,La ley de Herodes,"Mexico, 1949. The fable of a janitor turned Mayor on a little town lost in the Mexican desert, who gradually realizes how far his new acquainted power and corruption can get him.",12.873,/ObPUGfmoT6W2j2AeqQm0Mw0eC0.jpg,1999-11-09,Herod's Law,False,8.003,145,La ley de Herodes
280,False,/5jq7TjRzmvkJsa8bF3zWqxbPtmw.jpg,[18],399019,en,The Beguiled,"During the Civil War, at a Southern girls’ boarding school, young women take in an injured enemy soldier. As they provide refuge and tend to his wounds, the house is taken over with sexual tension and dangerous rivalries, and taboos are broken in an unexpected turn of events.",11.953,/uQxfqFAqAvNK5b1wD11b2ycDAVg.jpg,2017-06-23,The Beguiled,False,5.889,1981,The Beguiled
281,False,/uG9lBtZmsyrZ0OPgrbvf9YOVLJr.jpg,"[18, 80, 53]",382614,en,The Book of Henry,"Susan, a single mother of two, works as a waitress in a small town. Her son, Henry, is an 11-year-old genius who not only manages the family finances but acts as emotional support for his mother and younger brother. When Henry discovers that the girl next door has a terrible secret, he implores Susan to take matters into her own hands.",12.003,/suLFg4UjvM5BoDipg2Wu3gZ802T.jpg,2017-06-16,The Book of Henry,False,7.535,1196,The Book of Henry
282,False,/yLpMWckfrzRiNZxB2tgBa5TkUKh.jpg,"[12, 14, 10749]",50619,en,The Twilight Saga: Breaking Dawn - Part 1,The new found married bliss of Bella Swan and vampire Edward Cullen is cut short when a series of betrayals and misfortunes threatens to destroy their world.,46.813,/qs8LsHKYlVRmJbFUiSUhhRAygwj.jpg,2011-11-16,The Twilight Saga: Breaking Dawn - Part 1,False,6.21,8062,The Twilight Saga: Breaking Dawn: Part 1
283,False,/qkl57wzSFrpi2sRpoc2mZJbMuLP.jpg,"[12, 14, 18, 10749]",50620,en,The Twilight Saga: Breaking Dawn - Part 2,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",49.843,/7IGdPaKujv0BjI0Zd0m0a4CzEjJ.jpg,2012-11-13,The Twilight Saga: Breaking Dawn - Part 2,False,6.476,8188,The Twilight Saga: Breaking Dawn: Part 2
284,False,/r4OqScx7hVXsG1obaJjJKJNaxHT.jpg,"[12, 14, 18, 10749]",24021,en,The Twilight Saga: Eclipse,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",63.915,/3mFM80dPzSqoXXuC2UMvLIRWX32.jpg,2010-06-23,The Twilight Saga: Eclipse,False,6.223,8049,The Twilight Saga: Eclipse
285,False,/sDAavcrOSbFnFt4zpjNqzaoNr3w.jpg,"[12, 14, 18, 10749]",18239,en,The Twilight Saga: New Moon,"Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks.",39.423,/j5jM5pq78ObAXX1WhTsb115EkLl.jpg,2009-11-18,The Twilight Saga: New Moon,False,6.008,8426,The Twilight Saga: New Moon
286,False,/weAYfu6FfrNxEDJ3xH1XpgQcqUv.jpg,"[14, 18, 10749]",8966,en,Twilight,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.",82.342,/3Gkb6jm6962ADUPaCBqzz9CTbn9.jpg,2008-11-20,Twilight,False,6.294,12375,Twilight
287,False,/mfRGScUMc88E83bEY12gLTXm2AL.jpg,"[10749, 35, 18]",800669,id,A Perfect Fit,"Sparks fly when a fashion blogger in Bali meets a gifted shoemaker, leading her to question her commitment to her fiancé.",7.534,/nLwtsKUBhPcZKtrFQfVMpTxa7Of.jpg,2021-07-15,A Perfect Fit,False,7.2,62,A Perfect Fit
288,False,/77hMVxYiR5JTeMo0ppU6Kpfhuej.jpg,"[28, 12, 35]",13612,en,Cheech & Chong's Next Movie,"Perennially stoned Cheech and Chong tear through the city of Los Angeles, causing trouble wherever they go. After Cheech loses his job, the two pot enthusiasts head to the welfare offices where Cheech's girlfriend, Donna, works. Instead of collecting unemployment, they find themselves thrown back on the streets, searching for a way to earn new income. But when Cheech's cousin, ""Red"" Mendoza, arrives, things get even crazier.",9.262,/hetHB9L84jOLxajKZLKgaNBRDJ9.jpg,1980-07-18,Cheech & Chong's Next Movie,False,6.032,203,Cheech & Chong's Still Smokin
289,False,/tECaVB7Fbc0tjBGFQRuK0AATudv.jpg,"[10402, 99]",845417,pt,Emicida AmarElo Live in Sao Paulo,"To the beat of his avant-garde and eclectic rhythms, Brazilian rapper Emicida performs hits from his album AmarElo at the São Paulo Municipal Theater.",1.425,/chYvhqKMbHxC3rLijaglAFhGYYY.jpg,2021-07-15,Emicida AmarElo Live in Sao Paulo,False,7.9,5,Emicida: AmarElo - Live in São Paulo
290,False,,[99],728886,ar,عاش يا كابتن,"An intimate journey into the inner life of an aspiring athlete and the female weightlifting community of Alexandria. For 4 years, Zebiba goes through victories and defeats, including major losses that shape her, as she finds her way from dust to gold.",1.556,/KCwSwsrUQQgWxBxNliDzprYb4H.jpg,2020-09-11,Lift Like a Girl,False,5.3,3,Lift Like a Girl
291,False,/ogbZSb0d3eElgDuQHVgMSnrdpvU.jpg,"[10749, 18]",843808,tl,My Amanda,"Two unusually close friends share every aspect of their lives together. As their lives evolve, their bond remains the only constant.",2.52,/v8ffx5ildKQv2i0PDuQ2SVYSnIE.jpg,2021-07-15,My Amanda,False,5.7,6,My Amanda
292,False,/qOfUKwYsRLaZJIdkTdQyNeeGc2f.jpg,"[16, 35, 10751]",9408,en,Surf's Up,"Surf's Up is an animated feature that goes behind the scenes of the high-octane world of competitive penguin surfing. The film profiles Cody Maverick, an up-and-coming surfer as he enters his first pro competition.",17.492,/tTDsCVlDA8QR4Dc6t6nERfwl5z.jpg,2007-06-08,Surf's Up,False,6.363,2177,Surf's Up
293,False,/iacTcYu6oidU9eECbet4G3Sv5Sx.jpg,"[35, 18]",596876,ar,سيد المجهول,"Moments before his capture by police, a thief digs a grave to hide a bag of money. Released from prison years later he returns to retrieve the bag, only to find a shrine to an Unknown Saint build directly over his loot, and a brand new village constructed all around it.",2.855,/sRZlSz4gvTjhk3gxsOUUcPZCp1D.jpg,2020-01-01,The Unknown Saint,False,6.413,23,The Unknown Saint
294,False,/3bMVNEBXfMgduNjKG1lzzOwh1ah.jpg,[99],541577,en,This Changes Everything,"An investigative look and analysis of gender disparity in Hollywood, featuring accounts from well-known actors, executives and artists in the Industry.",4.85,/gfKlmduljimRyNMgWDCBQSxbW7d.jpg,2019-06-28,This Changes Everything,False,6.266,32,This Changes Everything
295,False,/xEopUXG3LwBpBav8xT2YxKQhb22.jpg,"[27, 9648]",768334,it,A Classic Horror Story,"Five people travelling by camper crash into a tree. When they recover, the road they were driving on has been replaced by an impenetrable forest and a wooden house.",20.028,/xnxGmUof0HiugUaNbUFiS4GJPx4.jpg,2021-07-14,A Classic Horror Story,False,5.9,814,A Classic Horror Story
296,False,/bOYso1vEWhcus8P97lTj2Vw1wkB.jpg,"[28, 80, 53]",574060,en,Gunpowder Milkshake,"To protect an 8-year-old girl, a dangerous assassin reunites with her mother and her lethal associates to take down a ruthless crime syndicate and its army of henchmen.",25.68,/5AaKulwpUtkscAokKWtLenGTfVS.jpg,2021-07-14,Gunpowder Milkshake,False,6.355,799,Gunpowder Milkshake
297,False,/qchbmf9R8q7MCTVie3LvLyTKKvS.jpg,"[99, 36]",842063,es,Red privada: ¿quién mató a Manuel Buendía?,An account of the life and work of the famous Mexican journalist Manuel Buendía (1926-84) that seeks to unravel his murder and the links between Mexican politics and drug trafficking.,1.622,/doLzwYAPqowsLOjEHtqd8Y6YZj2.jpg,2021-07-14,Private Network: Who Killed Manuel Buendía?,False,7.3,12,Private Network: Who Killed Manuel Buendía?
298,False,/oZK07PoV0MAG8ts7n95foyRfU3l.jpg,"[35, 18]",633954,fr,Le guide de la famille parfaite,"A couple in Québec deals with the pitfalls, pressure and high expectations of raising kids in a society obsessed with success and social media image.",11.54,/cBhkSwZpb3QpUwFuFdWAXTqWAtS.jpg,2021-07-14,The Guide to the Perfect Family,False,6.516,94,The Guide to the Perfect Family
299,False,/7eaLWxA98VoqtaYIli6DOVURHsm.jpg,[18],339976,en,American Woman,"A young grandmother in a small Pennsylvania town raises her daughter's child after the girl disappears. All the while, a desperate search for her continues.",7.769,/kGGJgeY53e1JWugOkY96XiSiRJA.jpg,2018-06-07,American Woman,False,6.457,104,American Woman
300,False,/3taOZldcvOmzPfpzat3L4AND5zj.jpg,"[878, 35]",846507,en,D.O.D.: Day of Destiny,"The thrilling adventure of Chidi and Rotimi, teenagers who get a magical chance to travel back in time and change their broke parents' past.",1.913,/sv4XZgvQcZPn9ArOhSFNOKHd0M.jpg,2021-10-30,D.O.D.: Day of Destiny,False,2.0,1,Day of Destiny
301,False,,[99],720441,en,Born to Play,"Spends a season with the Boston Renegades, a womens' tackle football team on the path to redemption after going undefeated but losing their championship the previous year. These unpaid athletes put their bodies on the line while maintaining full-time careers that support their lifelong dream… proving that football is for everyone.",1.741,/hKhkBEgAwgBej0JbtI1vb2GZaLl.jpg,2020-07-01,Born to Play,False,0.0,0,Born to Play
302,False,/wSdXmiaTcdfREfUa3cGfbgYHHlV.jpg,"[35, 28]",261392,en,American Ultra,"Mike is an unmotivated stoner whose small-town life with his live-in girlfriend, Phoebe, is suddenly turned upside down.  Unbeknownst to him, Mike is actually a highly trained, lethal sleeper agent. In the blink of an eye, as his secret past comes back to haunt him, Mike is thrust into the middle of a deadly government operation and is forced to summon his inner action-hero in order to survive.",11.164,/bi2MCDYvrZQPf1uXyvfVYPE57Mz.jpg,2015-08-19,American Ultra,False,6.1,2552,American Ultra
303,False,/m9tcIMvvcmy6t9S0FbeOYvcow9z.jpg,[35],304322,fr,"Debout les crabes, la mer monte !","Barely out of prison, where she spent five long years, a pretty prostitute sows disorder in the life of a hitherto peaceful couple.",1.4,/u5Zh7dlyhAIJW8KuTxj4aF5WXOa.jpg,1983-08-17,"Stand Up Crabs, the Sea Is Rising!",False,3.0,5,The Stand-Up
304,False,,"[10402, 35, 18]",362119,en,The Tour,"Four friends take their garage band on a tour of their hometowns despite the facts that they've never recorded an album, played before an audience or even written a song. They set all personal responsibilities on the back burner to chase a younger mans dreams.",0.6,,2015-09-30,The Tour,False,0.0,0,The Tour
305,False,/ty07O9dxVktYaQD1SLdKS20mr79.jpg,"[9648, 27]",591274,en,Fear Street: 1978,"In 1978, two rival groups at Camp Nightwing must band together to solve a terrifying mystery when horrors from their towns' history come alive.",30.53,/5dNTxhoGDTHHGqUTdxcr4H1dqlU.jpg,2021-07-08,Fear Street: 1978,False,7.25,1575,Fear Street Part 2: 1978
306,False,/dWE4BOnwAtXcMmgskLr5WfSVBck.jpg,"[35, 10749]",845414,en,Finding Hubby,"The adventures of 35-year-old Oyin Clegg and her friends Toke and Gloria as they kiss the many frogs in the quest to find their prince. In the process, they are forced to ask important questions about their friendship, love and life ultimately asking - finding hubby or finding happy?",1.394,/sBCmm7sYip7JIOzaNkot0AZkE2k.jpg,2020-12-04,Finding Hubby,False,2.7,3,Finding Hubby
307,False,/kDQdFs5XL6G8TuXvd0NnJfQ59GP.jpg,"[878, 12, 28, 35, 53]",641501,fr,Comment je suis devenu super-héros,"Paris 2020. While superheroes have assimilated into the Parisian society, they discover a new drug that gives themselves personal superpowers to mere mortals. Lieutenants Moreau and Schaltzmann are investigating the case with the support of two ex-superheroes, Monte Carlo and Callista. They'll do whatever it takes to dismantle the traffic. But Moreau's past resurfaces, and the investigation becomes more complicated.",22.891,/d0wn9YtEnmbucx8ZUsT918ctoiK.jpg,2020-11-19,How I Became a Superhero,False,6.122,442,How I Became a Superhero
308,False,/e0lVsZrD6CPX8pt0QIDK7HDoRpy.jpg,"[10749, 18]",785537,tr,Geçen Yaz,"For Deniz, a 16-year-old teenager, this summer is different from the others. Deniz, who goes to his family's summer house every year, falls in love with a young girl named Aslı. Trying to get closer to Aslı, Deniz realizes that a handsome young man, Burak, also likes Aslı.",6.466,/iPtCd4sSWW1q9O5dWEzWKrVeCcY.jpg,2021-07-09,Last Summer,False,5.9,50,Last Summer
309,False,/bQGPwd4BVNG6YSBk9RHZBRKiXwB.jpg,[35],840611,ko,이수근의 눈치코치,"Lee Su-geun's rise to Korean comedy stardom went hand in hand with his mastery over picking up social cues. Now, he's ready to share his know-hows.",1.327,/2TrJlzzsYaFkZbZXtPQ9tMI9GgO.jpg,2021-07-09,Lee Su-geun: The Sense Coach,False,3.0,3,Lee Su-geun: The Sense Coach
310,False,,[18],1116982,en,Lethal Love,"Kate must return to her confrontational ex-boyfriend, George, in order to retrieve the last of her things.",0.6,/8cwX5VCXKAhzTLOliD4kVzO3zGI.jpg,,Lethal Love,False,0.0,0,Lethal Love
311,False,/xIG6LmdIAdbclWmMVG188EhYelE.jpg,"[16, 12, 28]",796272,en,Ratchet and Clank: Life of Pie,"While on an inter-galactic pizza run, Ratchet and Clank discover that the diabolical Dr. Nefarious has developed an interdimensional portal device that would allow him to rule the entire multiverse! The intrepid duo spring into action, liberating the ""Portalizer"" from Dr. Nefarious and then racing off to securely lock it away in a weapons museum. But along the way, they run into bumbling Captain Qwark, who uses the weapon to accidentally unleash a sentient-pizza-topping mob upon the citizens of Galactic City. It's up to Ratchet and Clank to battle the savory horde and keep the Portalizer out of Dr. Nefarious' evil hands before he uses it to destroy the galaxy!",1.4,/k2VB9eP5XdEqqMbkaKW8Q0x5mUr.jpg,2021-02-12,Ratchet and Clank: Life of Pie,False,10.0,2,Ratchet and Clank
312,False,,"[35, 878]",545380,ar,Back to Q82,"Eager to rejoin her divorced parents, an inventor's daughter drives his time-traveling car back to 1982. But a secret crush accidentally follows.",1.247,/1fgmUm05a7n7FFDRy9UU8YnTpAD.jpg,2017-01-16,Back to Q82,False,2.0,1,Back to Q82
313,False,/xzXPybvwRXGIU5Bbw68YHVkTUW2.jpg,"[35, 18, 10749]",427900,en,Home Again,Life for a single mom in Los Angeles takes an unexpected turn when she allows three young guys to move in with her.,14.235,/pE4VHzhDZgvbx2QOllaXXPADiW1.jpg,2017-09-07,Home Again,False,6.124,1105,Home Again
314,False,/9T8sj5io4SGCBTHsk5H8LGcfKVe.jpg,"[10749, 18]",419478,en,Midnight Sun,"Katie, a 17-year-old, has been sheltered since childhood and confined to her house during the day by a rare disease that makes even the smallest amount of sunlight deadly. Fate intervenes when she meets Charlie and they embark on a summer romance.",20.473,/vPG2zEKPXhovPW9S91SRnwr5JM1.jpg,2018-03-22,Midnight Sun,False,7.803,3156,Midnight Sun
315,False,/wldeDiuEBhYi1Q4FjSHzAQ3yS80.jpg,"[35, 10402, 10752]",253414,en,Rock the Kasbah,"A washed-up music producer finds one last shot at redemption with a golden-voiced young girl in Afghanistan. However, when jealousy gets the better of a disgruntled ex-boyfriend, he decides to oppose the young star with talent of his own.",9.516,/uoQmy6pUrluNuv40jB7m0OAcxPe.jpg,2015-10-22,Rock the Kasbah,False,5.399,293,Rock the Kasbah
316,False,/neQn8XJVB8UrLP6gw4v0T1AHqbJ.jpg,[99],848702,yo,Awon Boyz,This documentary takes a close look at the lives and passions of the men and boys who hustle or run with a gang on the streets of Lagos.,0.6,/iNVeepZXClhhEqdLhzKCiijWkWJ.jpg,2019-03-22,Awon Boyz,False,0.0,0,Awon Boyz
317,False,/eT990B07JBhgomU5nLI2WS1WLTw.jpg,"[28, 80, 18]",254473,en,Brick Mansions,"In a dystopian Detroit, grand houses that once housed the wealthy are now homes of the city's most-dangerous criminals. Surrounding the area is a giant wall to keep the rest of Detroit safe. For undercover cop Damien Collier, every day is a battle against corruption as he struggles to bring his father's killer, Tremaine, to justice. Meanwhile, Damien and an ex-con named Lino work together to save the city from a plot to destroy it.",18.405,/6OopiNRk7lWP0hPsY0eYqq2kQTi.jpg,2014-04-22,Brick Mansions,False,5.906,1397,Brick Mansions
318,False,,[18],848706,en,Clash,"When the patriarch of an emigrant Nigerian family visits their female-led Canadian home, traditional values collide with newer ones.",3.285,/1201Xqid4XwMiBQp7KLACzp5G81.jpg,2021-05-18,Clash,False,0.0,0,Clash
319,False,/bAcga9XzjfVoKDM80LBIinYBVAw.jpg,"[28, 12]",529106,ru,Майор Гром: Чумной Доктор,"Igor Grom is a skilled policeman from St. Petersburg, known for his daring nature and uncompromising attitude towards the criminals of all kinds. Incredible strength, analytical mind and integrity – these qualities make Major Grom the perfect policeman. Working tirelessly, he always pushes through, and meets the challenges standing in the way.",35.089,/wnesEmcq7xdw1Rm1Bn6XEFTkenR.jpg,2021-04-01,Major Grom: Plague Doctor,False,6.711,506,Major Grom: Plague Doctor
320,False,/4v3ul68vz6F1maelwM2vXt7gXf5.jpg,[18],848696,en,Mama Drama,"After years of fertility issues and her mother-in-law's nagging, a woman hires her assistant as a surrogate. But things don’t go as smoothly as planned.",0.903,/s1w470nicROQ8qk9DOOQLtzb3sb.jpg,2020-10-01,Mama Drama,False,0.0,0,Mama Drama
321,False,,[],619161,en,Tango with Me,"""Tango With Me"" is a contemporary story about forgiveness about some of our core values as a people and our faith.",0.6,,2010-01-01,Tango with Me,False,0.0,0,Tango With Me
322,False,/q6ngR5gBBdMPzUVr5IhrdgnZua.jpg,"[9648, 53]",522963,en,Therapy,A successful therapist walks into his office and finds his patient has been murdered. He becomes the main suspect and will have to do whatever it takes to prove his innocence.,1.527,/wPCxKwegriybhatRFpiMzdNXn04.jpg,2018-05-01,Therapy,False,6.0,1,Therapy
